"Agency","Subagency","Title","accountID","Obligation"
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of Qualified Energy Conservation Bonds",1235,20086880.97
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of New Clean Renewable Energy Bonds",1234,20196089.16
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of Qualified School Construction Bonds",1233,342160479.58
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of Qualified Zone Academy Bonds",1232,28317737.68
"Department of the Treasury","Internal Revenue Service","Payment in Lieu of Tax Credit for Therapeutic Discovery Projects",1239,1695
"Department of the Treasury","Internal Revenue Service","Refunding Internal Revenue Collections, Interest",1214,598149461.72
"Department of the Treasury","Internal Revenue Service","Refundable Premium Assistance Tax Credit",1236,21659041112.48
"Department of the Treasury","Internal Revenue Service","IRS Miscellaneous Retained Fees",1301,2580471.72
"Department of the Treasury","Internal Revenue Service","Gifts to the United States for Reduction of the Public Debt",1297,0
"Department of the Treasury","Internal Revenue Service","Private Collection Agent Program",1304,0
"Department of the Treasury","Internal Revenue Service","Refunding Internal Revenue Collections",1213,185853348344.6
"Department of the Treasury","Internal Revenue Service","Informant Payments",1302,11086962.08
"Department of the Treasury","Internal Revenue Service","Federal Tax Lien Revolving Fund",1290,27194.74
"Department of the Treasury","Comptroller of the Currency","Assessment Funds",1363,639442592.97
"Department of the Treasury","Interest on the Public Debt","Interest on Treasury Debt Securities (gross)",1208,222961474558.67
"Department of Veterans Affairs","Veterans Health Administration","Medical Services",1547,24115342499.66
"Department of Veterans Affairs","Veterans Health Administration","Community Care",1541,3940768981.5
"Department of Veterans Affairs","Veterans Health Administration","Medical Support and Compliance",1545,3024465846
"Department of Veterans Affairs","Veterans Health Administration","DOD-VA Health Care Sharing Incentive Fund",1550,22183615.58
"Department of Veterans Affairs","Veterans Health Administration","Medical Facilities",1549,2764177615.89
"Department of Veterans Affairs","Veterans Health Administration","Medical and Prosthetic Research",1548,293124911.73
"Department of Veterans Affairs","Veterans Health Administration","Joint Department of Defense-Department of Veterans Affairs Medical Facility Demonstration Fund",1553,210145130.51
"Department of Veterans Affairs","Veterans Health Administration","Medical Care Collections Fund",1580,0
"Department of Veterans Affairs","Veterans Health Administration","Canteen Service Revolving Fund",1568,224906440.95
"Department of Veterans Affairs","Veterans Health Administration","General Post Fund, National Homes",1593,11675009.09
"Department of Veterans Affairs","Veterans Health Administration","Veterans Choice Fund",1556,3268984022.03
"Department of Veterans Affairs","Benefits Programs","Compensations and Pensions",1533,41894079273.94
"Department of Veterans Affairs","Benefits Programs","Readjustment Benefits",1540,7601469992.78
"Department of Veterans Affairs","Benefits Programs","Veterans Insurance and Indemnities",1536,49883229.83
"Department of Veterans Affairs","Benefits Programs","Filipino Veterans Equity Compensation Fund",1563,60000
"Department of Veterans Affairs","Benefits Programs","Service-disabled Veterans Insurance Fund",1567,80435827.4
"Department of Veterans Affairs","Benefits Programs","Veterans Reopened Insurance Fund",1566,9486081.98
"Department of Veterans Affairs","Benefits Programs","Servicemembers' Group Life Insurance Fund",1565,367280500.98
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund",1561,566053437.81
"Department of Veterans Affairs","Benefits Programs","Housing Liquidating Account",1570,986790.25
"Department of Veterans Affairs","Benefits Programs","Native American Veteran Housing Loan Program Account",1562,2654458.09
"Department of Veterans Affairs","Benefits Programs","Vocational Rehabilitation Loans Program Account",1560,527225.6
"Department of Veterans Affairs","Benefits Programs","Post-Vietnam Era Veterans Education Account",1591,76556.83
"Department of Veterans Affairs","Benefits Programs","National Service Life Insurance Fund",1590,416657620.07
"Department of Veterans Affairs","Benefits Programs","United States Government Life Insurance Fund",1592,385135.76
"Department of Veterans Affairs","Benefits Programs","Veterans Special Life Insurance Fund",1594,103562079.92
"Department of Veterans Affairs","Departmental Administration","Construction, Major Projects",1534,210091403.6
"Department of Veterans Affairs","Departmental Administration","Construction, Minor Projects",1535,164786054.54
"Department of Veterans Affairs","Departmental Administration","Grants for Construction of State Extended Care Facilities",1557,98307.59
"Department of Veterans Affairs","Departmental Administration","Grants for Construction of State Veterans Cemeteries",1558,0
"Department of Veterans Affairs","Departmental Administration","General Administration",1542,309388505.95
"Department of Veterans Affairs","Departmental Administration","Pershing Hall Revolving Fund",1569,20624.55
"Department of Veterans Affairs","Departmental Administration","Board of Veterans Appeals",1564,61968024.53
"Department of Veterans Affairs","Departmental Administration","General Operating Expenses",1544,2022918796.39
"Department of Veterans Affairs","Departmental Administration","Office of Inspector General",1554,80368993.72
"Department of Veterans Affairs","Departmental Administration","Information Technology Systems",1551,2187916378.83
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration",1538,158849816.2
"Department of Veterans Affairs","Departmental Administration","National Cemetary Gift Fund",1589,82538.79
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration Facilities Operation Fund",1581,0
"Department of Veterans Affairs","Departmental Administration","Supply Fund",1578,650912814.07
"Department of Veterans Affairs","Departmental Administration","Franchise Fund",1579,508530673.6
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Office of the Assistant Secretary of the Army for Civil Works",2877,2720229
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Construction",2869,994272644.17
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Operation and Maintenance",2870,1320120895.98
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Mississippi River and Tributaries",2866,125410680.37
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Flood Control and Coastal Emergencies",2872,273547365.32
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Investigations",2868,65778771.12
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Regulatory Program",2873,105212860.78
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Formerly Utilized Sites Remedial Action Program",2876,31760011.03
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Expenses",2871,85840359.45
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Expenses -- Recovery Act",2883,0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Washington Aqueduct",2874,4432.3
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Payments to States, Flood Control Act of 1954",2888,0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Hydraulic Mining in California, Debris Fund",2887,107274.56
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Maintenance and Operation of Dams and Other Improvements of Navigable Waters",2889,2649301.35
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Revolving Fund",2885,3948158246.1
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Interagency America the Beautiful Pass Revenues",2891,0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Special Use Permit Fees",2892,0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Rivers and Harbors Contributed Funds",2900,208260029.97
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","Coastal Wetlands Restoration Trust Fund",2898,5663805.34
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works","South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund",2897,0
"Department of Defense","Military Retirement","Payment to Military Retirement Fund",2904,81192000000
"Department of Defense","Military Retirement","Military Retirement Fund",2994,28788113951.64
"Department of Defense","Retiree Health Care","Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund",2951,5670000000
"Department of Defense","Retiree Health Care","Department of Defense Medicare-Eligible Retiree Health Care Fund",2971,5887225847.71
"Department of Defense","Educational Benefits","Education Benefits Fund",2995,154020220.77
"Department of Defense","American Battle Monuments Commission","Salaries and Expenses",2297,31970128.55
"Department of Defense","American Battle Monuments Commission","Foreign Currency Fluctuations Account",2298,0
"Department of Defense","American Battle Monuments Commission","Contributions",2301,0
"Department of Defense","Armed Forces Retirement Home","General Fund Payment, Armed Forces Retirement Home",2569,22000000
"Department of Defense","Armed Forces Retirement Home","Armed Forces Retirement Home",2572,35417376.55
"Department of Defense","Cemeterial Expenses","Salaries and Expenses",1382,17317191.48
"Department of Defense","Cemeterial Expenses","Construction",1383,0
"Department of Defense","Cemeterial Expenses","National Military Cemeteries Concessions, Army",1420,5600
"Department of Defense","Forest and Wildlife Conservation, Military Reservations","Wildlife Conservation, Navy",1068,103954.03
"Department of Defense","Forest and Wildlife Conservation, Military Reservations","Wildlife Conservation, Army",1416,696325.19
"Department of Defense","Forest and Wildlife Conservation, Military Reservations","Wildlife Conservation, Air Force",1704,595608.18
"Department of Defense","Forest and Wildlife Conservation, Military Reservations","Forest and Wildlife Conservation, Military Reservations",1418,0
"Department of Defense","Selective Service System","Salaries and Expenses",2793,9733364.2
"Environmental Protection Agency","Environmental Protection Agency","Office of Inspector General",1758,24450111.74
"Environmental Protection Agency","Environmental Protection Agency","Office of Inspector General, Recovery Act",1759,0
"Environmental Protection Agency","Environmental Protection Agency","Science and Technology",1754,383299021.05
"Environmental Protection Agency","Environmental Protection Agency","Energy Research and Development",1756,0
"Environmental Protection Agency","Environmental Protection Agency","Environmental Programs and Management",1755,1145299590.32
"Environmental Protection Agency","Environmental Protection Agency","Exxon Valdez Settlement Fund",1773,0
"Environmental Protection Agency","Environmental Protection Agency","Buildings and Facilities",1757,3635240.52
"Environmental Protection Agency","Environmental Protection Agency","State and Tribal Assistance Grants",1752,396943982.25
"Environmental Protection Agency","Environmental Protection Agency","State and Tribal Assistance Grants, Recovery Act",1751,0
"Environmental Protection Agency","Environmental Protection Agency","Water Infrastructure Finance And Innovation Progam Account",1765,0
"Environmental Protection Agency","Environmental Protection Agency","Payment to the Hazardous Substance Superfund",1762,462580950.57
"Environmental Protection Agency","Environmental Protection Agency","Pesticide Registration Fund",1774,4581701.49
"Environmental Protection Agency","Environmental Protection Agency","Reregistration and Expedited Processing Revolving Fund",1766,10932496.37
"Environmental Protection Agency","Environmental Protection Agency","Reregistration and Expedited Processing Revolving Fund",1767,0
"Environmental Protection Agency","Environmental Protection Agency","Hazardous Waste Electronic Manifest System Fund",1769,2523986.76
"Environmental Protection Agency","Environmental Protection Agency","Damage Assessment and Restoration Revolving Fund",1770,320529.72
"Environmental Protection Agency","Environmental Protection Agency","Working Capital Fund",1772,110180692.49
"Environmental Protection Agency","Environmental Protection Agency","Abatement, Control, and Compliance Loan Program Account",1760,0
"Environmental Protection Agency","Environmental Protection Agency","Hazardous Substance Superfund",1783,561536509
"Environmental Protection Agency","Environmental Protection Agency","Hazardous Substance Superfund, Recovery Act",1785,280859.06
"Environmental Protection Agency","Environmental Protection Agency","Leaking Underground Storage Tank Trust Fund",1784,105333065.51
"Environmental Protection Agency","Environmental Protection Agency","Leaking Underground Storage Tank Trust Fund Program, Recovery Act",1786,0
"Environmental Protection Agency","Environmental Protection Agency","Inland Oil Spill Programs",1787,13777656.14
"US Agencies - Non-CFO Act","Executive Office of the President, The White House","Executive Office of the President",204,29783306.89
"US Agencies - Non-CFO Act","Executive Office of the President, The White House","Compensation of the President",171,33915.48
"US Agencies - Non-CFO Act","Executive Office of the President, Special Assistance to the President and the Official Residence of the Vice President","Special Assistance to the President and the Official Residence of the Vice President",232,2087090.79
"US Agencies - Non-CFO Act","Executive Office of the President, Special Assistance to the President and the Official Residence of the Vice President","Special Assistance to the President and the Official Residence of the Vice President",206,82760.08
"US Agencies - Non-CFO Act","Executive Office of the President, Council of Economic Advisers","Salaries and Expenses",237,1817871.5
"US Agencies - Non-CFO Act","Executive Office of the President, Council on Environmental Quality and Office of Environmental Quality","Council on Environmental Quality and Office of Environmental Quality",231,1334779.41
"US Agencies - Non-CFO Act","Executive Office of the President, Council on Environmental Quality and Office of Environmental Quality","Management Fund, Office of Environmental Quality",242,24729.57
"US Agencies - Non-CFO Act","Executive Office of the President, National Security Council and Homeland Security Council","Salaries and Expenses",238,7042784.69
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Administration","Executive Office of the President",180,47096883.11
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Administration","Presidential transition administrative support",202,5700512.48
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Management and Budget","Office of Management and Budget",207,51161095.08
"US Agencies - Non-CFO Act","Executive Office of the President, Office of National Drug Control Policy","Office of National Drug Control Policy",233,10711399.86
"US Agencies - Non-CFO Act","Executive Office of the President, Office of National Drug Control Policy","Office of National Drug Control Policy",264,2400
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Science and Technology Policy","Office of Science and Technology Policy",240,2361333.77
"US Agencies - Non-CFO Act","Executive Office of the President, Office of the United States Trade Representative","Salaries and Expenses",208,28749872.12
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs","Unanticipated Needs",179,0
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs","Data-Driven Innovation",175,22403.87
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs","Partnership Fund for Program Integrity Innovation",177,0
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs","Information Technology Oversight and Reform",178,12195189.61
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs","Spectrum Relocation Fund",253,0
"General Services Administration","Real Property Activities","Federal Buildings Fund",1618,5826211194.75
"General Services Administration","Real Property Activities","Federal Buildings Fund, Recovery Act",1619,0
"General Services Administration","Real Property Activities","Real Property Relocation",1611,0
"General Services Administration","Real Property Activities","Disposal of Surplus Real and Related Personal Property",1623,507603.98
"General Services Administration","Real Property Activities","Unconditional Gift Fund",1631,0
"General Services Administration","Supply and Technology Activities","Expenses of Transportation Audit Contracts and Contract Administration",1622,8288539.69
"General Services Administration","Supply and Technology Activities","Acquisition Services Fund",1616,5896759241.67
"General Services Administration","General Activities","Government-wide Policy",1608,32784161.32
"General Services Administration","General Activities","Operating Expenses",1605,30770851.47
"General Services Administration","General Activities","Office of Inspector General",1604,29598244.65
"General Services Administration","General Activities","Office of Inspector General, Recovery Act",1606,0
"General Services Administration","General Activities","Electronic Government (E-GOV) Fund",1612,0
"General Services Administration","General Activities","Allowances and Office Staff for Former Presidents",1602,1687561.91
"General Services Administration","General Activities","Expenses, Presidential Transition",1603,4511317.14
"General Services Administration","General Activities","Pre-Election Presidential Transition",1613,4056082.73
"General Services Administration","General Activities","Acquisition Workforce Training Fund",1625,6516923.35
"General Services Administration","General Activities","Federal Citizen Services Fund",1621,30318558.37
"General Services Administration","General Activities","Working Capital Fund",1617,394665557.12
"US Agencies - Non-CFO Act","International Assistance Programs, Millennium Challenge Corporation","Millennium Challenge Corporation",3189,53412516.06
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Economic Support Fund",2242,2199192339.04
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Central America and Caribbean Emergency Disaster Recovery Fund",2247,0
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Foreign Military Financing Program",224,4870059297.32
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Pakistan Counterinsurgency Capability Fund",225,0
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","International Military Education and Training",223,68930842.93
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Peacekeeping Operations",214,139246606.16
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Nonproliferation, Anti-terrorism, Demining and Related Programs",222,208228058.33
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Nonproliferation and Disarmament Fund",220,0
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Global Security Contingency Fund",217,2653689.39
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance","Foreign Military Loan Liquidating Account",244,0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the African Development Bank",193,19574175
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the African Development Fund",191,100784147
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Global Agriculture and Food Security Program",236,31978043
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the International Bank for Reconstruction and Development",189,13963421
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the International Finance Corporation",190,0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Global Environment Facility",182,96535755
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the International Development Association",186,686815615
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to Multilateral Investment Guarantee Agency",194,0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the Inter-American Development Bank",185,21939727
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the Asian Development Bank",188,0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the Asian Development Fund",183,60227346
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the European Bank for Reconstruction and Development",196,0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the North American Development Bank",212,0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Contribution to the International Fund for Agricultural Development",215,18318861
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","International Affairs Technical Assistance Program",218,29279232.07
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","International Organizations and Programs",1122,1354156
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance","Debt Restructuring",199,0
"Agency for International Development","Agency for International Development","Development Assistance",2234,1529243545.53
"Agency for International Development","Agency for International Development","Food and Nutrition",2235,0
"Agency for International Development","Agency for International Development","Population Planning and Health",2236,0
"Agency for International Development","Agency for International Development","Education and Human Resources Development",2237,0
"Agency for International Development","Agency for International Development","Child Survival and Health Programs",2246,564941.7
"Agency for International Development","Agency for International Development","HIV/AIDS Working Capital Fund",2240,314981121
"Agency for International Development","Agency for International Development","Development Fund for Africa",2232,0
"Agency for International Development","Agency for International Development","Sahel Development Program",2231,0
"Agency for International Development","Agency for International Development","Assistance for Europe, Eurasia and Central Asia",2222,227349432.83
"Agency for International Development","Agency for International Development","Assistance for Eastern Europe and the Baltic States",2230,0
"Agency for International Development","Agency for International Development","Assistance for the Independent States of the Former Soviet Union",2245,72350
"Agency for International Development","Agency for International Development","International Disaster Assistance",2241,902224141.49
"Agency for International Development","Agency for International Development","Sub-Saharan Africa Disaster Assistance",2244,0
"Agency for International Development","Agency for International Development","Operating Expenses",2227,535845381.21
"Agency for International Development","Agency for International Development","Capital Investment Fund",2217,2122237.56
"Agency for International Development","Agency for International Development","Transition Initiatives",2238,11645786.92
"Agency for International Development","Agency for International Development","Ukraine Loan Guarantees Program Account",2225,0
"Agency for International Development","Agency for International Development","Civilian Stabilization Initiative",2221,445978.83
"Agency for International Development","Agency for International Development","Office of Inspector General",2229,30758788.19
"Agency for International Development","Agency for International Development","Property Management Fund",2253,0
"Agency for International Development","Agency for International Development","Working Capital Fund",2263,5398418.68
"Agency for International Development","Agency for International Development","Advance Acquisition of Property--revolving Fund",2264,0
"Agency for International Development","Agency for International Development","Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development",2265,0
"Agency for International Development","Agency for International Development","Loan Guarantees to Egypt Program Account",2220,0
"Agency for International Development","Agency for International Development","MENA Loan Guarantee Program Account",2226,255312109
"Agency for International Development","Agency for International Development","Urban and Environmental Credit Program Account",2224,0
"Agency for International Development","Agency for International Development","Housing and Other Credit Guaranty Programs Liquidating Account",2255,5016081.57
"Agency for International Development","Agency for International Development","Microenterprise and Small Enterprise Development Program Account",2223,0
"Agency for International Development","Agency for International Development","Private Sector Revolving Fund Liquidating Account",2256,0
"Agency for International Development","Agency for International Development","Development Credit Authority Program Account",2248,5913628.27
"Agency for International Development","Agency for International Development","Economic Assistance Loans Liquidating Account",2250,3886121.66
"Agency for International Development","Agency for International Development","Foreign Service National Separation Liability Trust Fund",2272,16358577.39
"Agency for International Development","Agency for International Development","Technical Assistance",2273,0
"Agency for International Development","Agency for International Development","Gifts and Donations",2274,37826339.76
"US Agencies - Non-CFO Act","International Assistance Programs, Trade and Development Agency","Trade and Development Agency",210,16267275.43
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps","Peace Corps",200,198843739.18
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps","Host Country Resident Contractors Separation Liability Fund",252,0
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps","Foreign Service National Separation Liability Trust Fund",270,0
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps","Gifts and Contributions",268,1308175.57
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps","Advances from Foreign Governme Nts",269,16189.92
"US Agencies - Non-CFO Act","International Assistance Programs, Inter-American Foundation","Inter-American Foundation",241,11806249.2
"US Agencies - Non-CFO Act","International Assistance Programs, Inter-American Foundation","Gifts and Contributions, Inter-American Foundation",267,13281.61
"US Agencies - Non-CFO Act","International Assistance Programs, African Development Foundation","United States African Development Foundation",209,10904026.06
"US Agencies - Non-CFO Act","International Assistance Programs, African Development Foundation","Gifts and Donations, African Development Foundation",263,1111662.67
"US Agencies - Non-CFO Act","International Assistance Programs, Military Sales Program","Special Defense Acquisition Fund",243,52324902.9
"US Agencies - Non-CFO Act","International Assistance Programs, Military Sales Program","Foreign Military Sales Trust Fund",266,12198709973.27
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Science",2541,2438386752.21
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Aeronautics",2547,244169970.75
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Space Technology",2550,220883936.13
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Exploration",2545,2102970225.91
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Education",2548,17258945.39
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Safety, Security and Mission Services",2543,2380344589.6
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Construction and Environmental Compliance and Restoration",2549,189948371.57
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Space Operations",2538,2690471538.2
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Office of Inspector General",2533,18515942.17
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Science, Aeronautics, and Exploration",2537,179461.25
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Human Space Flight.",2535,0
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Science, Aeronautics and Technology",2534,3728.54
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Mission Support",2536,8.79
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Working Capital Fund",2551,203861270.86
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Science, Space, and Technology Education Trust Fund",2559,500000
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Endeavor Teacher Fellowship Trust Fund",2557,0
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","Gifts and Donations",2560,350000
"National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Space Grant Program",2558,0
"National Science Foundation","National Science Foundation","Research and Related Activities",1632,1227226521.71
"National Science Foundation","National Science Foundation","Major Research Equipment and Facilities Construction",1640,80382758.04
"National Science Foundation","National Science Foundation","Agency Operations and Award Management",1636,166080423.99
"National Science Foundation","National Science Foundation","Office of the National Science Board",1639,1864405.62
"National Science Foundation","National Science Foundation","Office of the Inspector General",1637,6417965.35
"National Science Foundation","National Science Foundation","Office of the Inspector General, Recovery Act",1638,0
"National Science Foundation","National Science Foundation","Education and Human Resources",1634,110040996.39
"National Science Foundation","National Science Foundation","Education and Human Resources, H-1B Funded",1642,30732374.49
"National Science Foundation","National Science Foundation","Donations",1644,28675539.84
"Office of Personnel Management","Office of Personnel Management","Salaries and Expenses",1451,169957046.51
"Office of Personnel Management","Office of Personnel Management","Building Delegation Fund",1456,4808064.78
"Office of Personnel Management","Office of Personnel Management","Office of Inspector General",1454,12790881.57
"Office of Personnel Management","Office of Personnel Management","Government Payment for Annuitants, Employees Health Benefits",1453,6302557466.67
"Office of Personnel Management","Office of Personnel Management","Government Payment for Annuitants, Employee Life Insurance",1455,21296244.4
"Office of Personnel Management","Office of Personnel Management","Payment to Civil Service Retirement and Disability Fund",1452,18732000000
"Office of Personnel Management","Office of Personnel Management","Flexible Benefits Plan Reserve",1457,6231403.36
"Office of Personnel Management","Office of Personnel Management","Postal Service Retiree Health Benefits Fund",1459,1714019061.92
"Office of Personnel Management","Office of Personnel Management","Revolving Fund",1458,595943308.58
"Office of Personnel Management","Office of Personnel Management","Civil Service Retirement and Disability Fund",1463,41780337254.32
"Office of Personnel Management","Office of Personnel Management","Employees Life Insurance Fund",1464,1499940828.5
"Office of Personnel Management","Office of Personnel Management","Retired Employees Health Benefits Fund",1466,168404.49
"Office of Personnel Management","Office of Personnel Management","Employees Health Benefits Fund",1465,25090944530.11
"Small Business Administration","Small Business Administration","Salaries and Expenses",2275,295760784.18
"Small Business Administration","Small Business Administration","Business Assistance Trust Fund",2296,5759.9
"Small Business Administration","Small Business Administration","Office of Inspector General",2277,9907329.26
"Small Business Administration","Small Business Administration","Office of Inspector General, Recovery Act",2278,0
"Small Business Administration","Small Business Administration","Office of Advocacy",2279,3935337.45
"Small Business Administration","Small Business Administration","Entrepreneurial Development Programs",2280,57723639.5
"Small Business Administration","Small Business Administration","Surety Bond Guarantees Revolving Fund",2290,10187620.44
"Small Business Administration","Small Business Administration","Surety Bond Guarantees Revolving Fund - Recovery Act",2291,4963.4
"Small Business Administration","Small Business Administration","Business Loans Program Account",2282,82724292.57
"Small Business Administration","Small Business Administration","Business Loan Fund Liquidating Account",2289,383218.03
"Small Business Administration","Small Business Administration","Disaster Loans Program Account",2281,83310897.25
"Small Business Administration","Small Business Administration","Disaster Loan Fund Liquidating Account",2288,54500.54
"Social Security Administration","Social Security Administration","Payments to Social Security Trust Funds",1488,18493648932.8
"Social Security Administration","Social Security Administration","Payments for Credits against Social Security Contributions",1495,8168.38
"Social Security Administration","Social Security Administration","Administrative Costs, The Medicare Improvements for Patients and Providers Act",1490,0
"Social Security Administration","Social Security Administration","Administrative Costs, Children's Health Insurance Program",1491,8413
"Social Security Administration","Social Security Administration","Supplemental Security Income Program",1489,31234718051.82
"Social Security Administration","Social Security Administration","Special Benefits for Certain World War II Veterans",1486,1533482.79
"Social Security Administration","Social Security Administration","Office of the Inspector General",1485,49991740.31
"Social Security Administration","Social Security Administration","Administrative Expenses, Recovery Act",1492,0
"Social Security Administration","Social Security Administration","State Supplemental Fees",1496,51170058.23
"Social Security Administration","Social Security Administration","Federal Old-age and Survivors Insurance Trust Fund",1500,397582949677.99
"Social Security Administration","Social Security Administration","Federal Disability Insurance Trust Fund",1501,73238153346.81
"Social Security Administration","Social Security Administration","Limitation on Administrative Expenses",1502,5873740246.84
"US Agencies - Non-CFO Act","Access Board","Salaries and Expenses",3028,3856735.53
"US Agencies - Non-CFO Act","Advisory Council on Historic Preservation","Salaries and Expenses",3018,4216847.63
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation","Barry Goldwater Scholarship and Excellence in Education Foundation",3029,389828.68
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","International Broadcasting Operations",3177,336432521.92
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Broadcasting to Cuba",3178,0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Gift and Donations",3185,0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Broadcasting Capital Improvements",3176,1177834
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Buying Power Maintenance",3179,0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Foreign Service National Separation Liability Trust Fund",3184,244643.89
